ID	adj.P.Val	P.Value	t	B	logFC	SPOT_ID	SPOT_ID.1
TC2200008837.hg.1	3.92e-01	1.73e-01	1.4715093	-6.113811	0.13469507	Multiple_Complex	Multiple_Complex
23070247	3.92e-01	1.73e-01	1.4714684	-6.113865	0.17078627		
TC1200006610.hg.1	3.92e-01	1.73e-01	-1.4712551	-6.114146	-0.31299575	Multiple_Complex	Multiple_Complex
TC1400010619.hg.1	3.92e-01	1.73e-01	1.4707882	-6.114762	0.12074208	Multiple_Complex	Multiple_Complex
TC0400007232.hg.1	3.92e-01	1.73e-01	1.4707345	-6.114832	0.17048221	Coding	Coding
TC1900008235.hg.1	3.92e-01	1.73e-01	1.4705687	-6.115051	0.24586884	Coding	Coding
TC2200009328.hg.1	3.92e-01	1.73e-01	1.4704914	-6.115153	0.12509322	Multiple_Complex	Multiple_Complex
TC1000009111.hg.1	3.92e-01	1.73e-01	-1.470251	-6.11547	-0.13706397	Multiple_Complex	Multiple_Complex
HTA2-neg-47420110_st	3.93e-01	1.73e-01	-1.4696535	-6.116257	-0.20529506	---	---
TC0500010540.hg.1	3.93e-01	1.73e-01	-1.4695879	-6.116343	-0.32009382	Multiple_Complex	Multiple_Complex
TC0300007015.hg.1	3.93e-01	1.73e-01	1.4695762	-6.116359	0.46017146	Unassigned	Unassigned
TC2200007576.hg.1	3.93e-01	1.73e-01	1.4695525	-6.11639	0.17518968	Multiple_Complex	Multiple_Complex
23070264	3.93e-01	1.73e-01	1.4695105	-6.116445	0.15986597		
TC0300010840.hg.1	3.93e-01	1.73e-01	-1.4694466	-6.11653	-0.2579609	Multiple_Complex	Multiple_Complex
TC0500011296.hg.1	3.93e-01	1.73e-01	1.4690172	-6.117095	0.18785808	Multiple_Complex	Multiple_Complex
TC1100008653.hg.1	3.93e-01	1.73e-01	1.4690119	-6.117102	0.14465073	Multiple_Complex	Multiple_Complex
23072478	3.93e-01	1.73e-01	1.4689797	-6.117145	0.29806776		
TC1200007821.hg.1	3.93e-01	1.73e-01	1.468895	-6.117256	0.13945982	Multiple_Complex	Multiple_Complex
TC0700010015.hg.1	3.93e-01	1.73e-01	1.468878	-6.117279	0.17496458	Multiple_Complex	Multiple_Complex
TC1900010465.hg.1	3.93e-01	1.73e-01	1.4686971	-6.117517	0.20175363	NonCoding	NonCoding
TC0X00008034.hg.1	3.93e-01	1.73e-01	-1.4686718	-6.11755	-0.19599825	Multiple_Complex	Multiple_Complex
23070150	3.93e-01	1.73e-01	-1.4683653	-6.117954	-0.21898107		
HTA2-pos-PSR11023103.hg.1	3.93e-01	1.73e-01	1.4683022	-6.118037	0.13059841	---	---
TC0800012076.hg.1	3.93e-01	1.74e-01	-1.4682612	-6.118091	-0.26612455	Multiple_Complex	Multiple_Complex
TC1100011206.hg.1	3.93e-01	1.74e-01	1.467578	-6.11899	0.1664061	Coding	Coding
TC0500009215.hg.1	3.94e-01	1.74e-01	1.4669536	-6.119812	0.27662667	Multiple_Complex	Multiple_Complex
TC1200007777.hg.1	3.94e-01	1.74e-01	1.466849	-6.11995	0.12681102	Coding	Coding
TC0200015771.hg.1	3.94e-01	1.74e-01	-1.4666419	-6.120222	-0.17469331	Multiple_Complex	Multiple_Complex
TC0400011738.hg.1	3.94e-01	1.74e-01	1.4666343	-6.120232	0.18433697	Multiple_Complex	Multiple_Complex
TSUnmapped00000768.hg.1	3.94e-01	1.74e-01	-1.4665855	-6.120297	-0.29753467	NonCoding	NonCoding
TC1900011940.hg.1	3.94e-01	1.74e-01	-1.4665761	-6.120309	-0.12667649	Multiple_Complex	Multiple_Complex
TC0200016727.hg.1	3.94e-01	1.74e-01	1.4663639	-6.120588	0.13464926	Multiple_Complex	Multiple_Complex
TC0Y00006879.hg.1	3.94e-01	1.74e-01	1.4663439	-6.120614	0.2787874	NonCoding	NonCoding
TC0200009134.hg.1	3.94e-01	1.74e-01	1.4662698	-6.120712	0.14501523	Multiple_Complex	Multiple_Complex
rat-RPTR-NC_001669-2_st	3.94e-01	1.74e-01	1.4661417	-6.12088	0.15026913		
TC1600009671.hg.1	3.94e-01	1.74e-01	1.4661244	-6.120903	0.1413	Multiple_Complex	Multiple_Complex
TC1700007916.hg.1	3.94e-01	1.74e-01	1.4660425	-6.121011	0.15271716	Multiple_Complex	Multiple_Complex
TC1100010063.hg.1	3.94e-01	1.74e-01	1.4660348	-6.121021	0.13159562	Multiple_Complex	Multiple_Complex
TC0300013816.hg.1	3.94e-01	1.74e-01	-1.4659341	-6.121154	-0.26102835	Multiple_Complex	Multiple_Complex
TC0300008147.hg.1	3.94e-01	1.74e-01	1.4656304	-6.121553	0.32187264	Coding	Coding
TC0100010028.hg.1	3.94e-01	1.74e-01	1.465341	-6.121934	0.28224625	Coding	Coding
TC1100006812.hg.1	3.94e-01	1.74e-01	-1.4650586	-6.122305	-0.16896622	Multiple_Complex	Multiple_Complex
TC0300011051.hg.1	3.95e-01	1.74e-01	1.4646908	-6.122789	0.16384892	Multiple_Complex	Multiple_Complex
TC0600009002.hg.1	3.95e-01	1.74e-01	-1.4646103	-6.122894	-0.19125468	Multiple_Complex	Multiple_Complex
TC0100007264.hg.1	3.95e-01	1.74e-01	1.464578	-6.122937	0.21183675	Coding	Coding
TC0X00007416.hg.1	3.95e-01	1.75e-01	1.4643118	-6.123287	0.23577384	Multiple_Complex	Multiple_Complex
TC1900011098.hg.1	3.95e-01	1.75e-01	-1.4642969	-6.123306	-0.13165383	Multiple_Complex	Multiple_Complex
TC0700008857.hg.1	3.95e-01	1.75e-01	1.464221	-6.123406	0.26533667	Multiple_Complex	Multiple_Complex
TC1100006820.hg.1	3.95e-01	1.75e-01	-1.4641332	-6.123522	-0.22936084	Multiple_Complex	Multiple_Complex
TC1600011556.hg.1	3.95e-01	1.75e-01	1.463944	-6.12377	0.15920143	Multiple_Complex	Multiple_Complex
TSUnmapped00000703.hg.1	3.95e-01	1.75e-01	1.4636684	-6.124132	0.3017868	NonCoding	NonCoding
TC2200007556.hg.1	3.95e-01	1.75e-01	1.4632445	-6.124689	0.25437491	Multiple_Complex	Multiple_Complex
TC1900009242.hg.1	3.95e-01	1.75e-01	-1.4631666	-6.124792	-0.2090918	Unassigned	Unassigned
23076578	3.95e-01	1.75e-01	-1.4631215	-6.124851	-0.24519741		
TC1700009219.hg.1	3.95e-01	1.75e-01	1.4629573	-6.125067	0.22822701	Multiple_Complex	Multiple_Complex
TC1100006506.hg.1	3.95e-01	1.75e-01	-1.4628942	-6.12515	-0.34536528	Multiple_Complex	Multiple_Complex
TC2000009817.hg.1	3.95e-01	1.75e-01	-1.4626699	-6.125444	-0.25822315	Coding	Coding
23066329	3.95e-01	1.75e-01	1.4625291	-6.125629	0.2063993		
TC1300009678.hg.1	3.95e-01	1.75e-01	1.4625128	-6.125651	0.29393361	Coding	Coding
TC1700011761.hg.1	3.95e-01	1.75e-01	1.4623988	-6.1258	0.20519825	Multiple_Complex	Multiple_Complex
ERCCmix2step43	3.95e-01	1.75e-01	1.4623613	-6.12585	0.12854361	---	---
TC0X00009684.hg.1	3.95e-01	1.75e-01	1.4622683	-6.125972	0.21224055	Multiple_Complex	Multiple_Complex
TC0300013835.hg.1	3.96e-01	1.75e-01	-1.4620822	-6.126216	-0.13028772	Multiple_Complex	Multiple_Complex
TC1700012226.hg.1	3.96e-01	1.75e-01	1.4616935	-6.126727	0.16720769	Multiple_Complex	Multiple_Complex
TC2200008800.hg.1	3.96e-01	1.75e-01	1.461561	-6.126901	0.33838076	Coding	Coding
TC0500008994.hg.1	3.96e-01	1.75e-01	1.4615609	-6.126901	0.32622364	Multiple_Complex	Multiple_Complex
TC0700010141.hg.1	3.96e-01	1.75e-01	1.4615598	-6.126902	0.19765373	Multiple_Complex	Multiple_Complex
TC1900011930.hg.1	3.96e-01	1.75e-01	1.4615196	-6.126955	0.1504912	Multiple_Complex	Multiple_Complex
TC0500009603.hg.1	3.96e-01	1.75e-01	-1.4612576	-6.127299	-0.15500596	Coding	Coding
TC0300008853.hg.1	3.96e-01	1.75e-01	-1.4611077	-6.127496	-0.22382876	Multiple_Complex	Multiple_Complex
23071876	3.96e-01	1.76e-01	1.4607164	-6.128009	0.25571691		
TC1400006549.hg.1	3.96e-01	1.76e-01	1.4606801	-6.128057	0.18381214	Coding	Coding
HTA2-pos-PSR01029255.hg.1	3.96e-01	1.76e-01	-1.4606265	-6.128127	-0.35828504	---	---
TC1000009248.hg.1	3.96e-01	1.76e-01	1.4604437	-6.128367	0.18829591	Multiple_Complex	Multiple_Complex
TC0200016647.hg.1	3.96e-01	1.76e-01	1.4603953	-6.128431	0.11766781	Multiple_Complex	Multiple_Complex
TC0100018130.hg.1	3.96e-01	1.76e-01	-1.4603261	-6.128521	-0.2290879	Coding	Coding
TC1000011520.hg.1	3.96e-01	1.76e-01	1.4601084	-6.128807	0.26264195	Multiple_Complex	Multiple_Complex
HTA2-neg-47419392_st	3.96e-01	1.76e-01	-1.4599024	-6.129077	-0.42486932	---	---
TSUnmapped00000393.hg.1	3.96e-01	1.76e-01	1.4598931	-6.12909	0.15896489	Coding	Coding
TC2000009231.hg.1	3.96e-01	1.76e-01	1.4598022	-6.129209	0.1430112	Coding	Coding
HTA2-pos-3706890_st	3.97e-01	1.76e-01	1.4592157	-6.129978	0.21503325	---	---
TC1000012130.hg.1	3.97e-01	1.76e-01	1.4591755	-6.130031	0.17644472	NonCoding	NonCoding
TC1200007567.hg.1	3.97e-01	1.76e-01	1.4591467	-6.130069	0.24015344	Multiple_Complex	Multiple_Complex
TC0200012141.hg.1	3.97e-01	1.76e-01	1.4589033	-6.130388	0.20146157	Unassigned	Unassigned
TC0300006925.hg.1	3.97e-01	1.76e-01	1.4587913	-6.130535	0.19319883	Multiple_Complex	Multiple_Complex
TC1900011281.hg.1	3.97e-01	1.76e-01	1.4587444	-6.130596	0.19570481	Multiple_Complex	Multiple_Complex
TC0700013435.hg.1	3.97e-01	1.76e-01	-1.4584201	-6.131021	-0.31165687	NonCoding	NonCoding
TC1600011445.hg.1	3.97e-01	1.76e-01	-1.4579062	-6.131695	-0.22278712	NonCoding	NonCoding
TC1100006674.hg.1	3.97e-01	1.76e-01	-1.4577775	-6.131864	-0.14049929	Coding	Coding
TC0100012101.hg.1	3.97e-01	1.76e-01	1.4575803	-6.132122	0.17607902	Multiple_Complex	Multiple_Complex
TC1100013188.hg.1	3.97e-01	1.76e-01	1.4575263	-6.132193	0.22088232	NonCoding	NonCoding
23071873	3.97e-01	1.76e-01	-1.457385	-6.132378	-0.209049		
TC0400012464.hg.1	3.98e-01	1.76e-01	1.4571688	-6.132662	0.17140667	NonCoding	NonCoding
23074898	3.98e-01	1.77e-01	-1.4566448	-6.133348	-0.16524158		
TC0100016597.hg.1	3.98e-01	1.77e-01	1.4564929	-6.133547	0.15164641	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR17008083.hg.1	3.98e-01	1.77e-01	-1.4564125	-6.133652	-0.33244757	---	---
TC1400008615.hg.1	3.98e-01	1.77e-01	1.4563647	-6.133715	0.15904305	Multiple_Complex	Multiple_Complex
TC0200014772.hg.1	3.98e-01	1.77e-01	1.4557481	-6.134523	0.21024578	Multiple_Complex	Multiple_Complex
HTA2-neg-47419557_st	3.98e-01	1.77e-01	1.4555983	-6.134719	0.24238016	---	---
TC1200011496.hg.1	3.98e-01	1.77e-01	1.4552583	-6.135164	0.18215507	Multiple_Complex	Multiple_Complex
TC0600007268.hg.1	3.98e-01	1.77e-01	1.4552001	-6.13524	0.11834031	Coding	Coding
TC0700006523.hg.1	3.99e-01	1.77e-01	-1.4548729	-6.135669	-0.203891	NonCoding	NonCoding
TC1900008284.hg.1	3.99e-01	1.77e-01	-1.4548146	-6.135745	-0.20335162	Multiple_Complex	Multiple_Complex
23069210	3.99e-01	1.77e-01	1.4545063	-6.136148	0.29239371		
TC0100006906.hg.1	3.99e-01	1.77e-01	1.454397	-6.136292	0.16070718	Unassigned	Unassigned
TC0200014246.hg.1	3.99e-01	1.77e-01	1.4543526	-6.13635	0.18594471	Multiple_Complex	Multiple_Complex
TC0X00011181.hg.1	3.99e-01	1.77e-01	-1.454234	-6.136505	-0.16971097	Multiple_Complex	Multiple_Complex
TC1300008048.hg.1	3.99e-01	1.77e-01	1.4541202	-6.136654	0.33986164	Coding	Coding
23075481	3.99e-01	1.77e-01	-1.4540181	-6.136787	-0.18793795		
TC0300010744.hg.1	3.99e-01	1.77e-01	1.4539089	-6.13693	0.16501189	Multiple_Complex	Multiple_Complex
TC0300011955.hg.1	3.99e-01	1.77e-01	-1.4538085	-6.137062	-0.16646282	Coding	Coding
TC0700012883.hg.1	3.99e-01	1.77e-01	1.4538031	-6.137069	0.19060579	Multiple_Complex	Multiple_Complex
TSUnmapped00000327.hg.1	3.99e-01	1.77e-01	1.4535608	-6.137386	0.11726456	Coding	Coding
TC1700010204.hg.1	3.99e-01	1.78e-01	-1.4532329	-6.137815	-0.15361384	Multiple_Complex	Multiple_Complex
TC1900011875.hg.1	3.99e-01	1.78e-01	1.4532003	-6.137857	0.29988625	Multiple_Complex	Multiple_Complex
TC1100012960.hg.1	3.99e-01	1.78e-01	-1.4529535	-6.13818	-0.14793742	Multiple_Complex	Multiple_Complex
TC1200012723.hg.1	3.99e-01	1.78e-01	1.4529133	-6.138233	0.14802945	Multiple_Complex	Multiple_Complex
TC0500009756.hg.1	3.99e-01	1.78e-01	-1.4529094	-6.138238	-0.13915807	Coding	Coding
TC0400008985.hg.1	3.99e-01	1.78e-01	-1.4528709	-6.138288	-0.31350833	NonCoding	NonCoding
TC1300008735.hg.1	3.99e-01	1.78e-01	1.452858	-6.138305	0.1791733	Multiple_Complex	Multiple_Complex
23067826	3.99e-01	1.78e-01	1.4527478	-6.138449	0.30463812		
TC1900010013.hg.1	3.99e-01	1.78e-01	-1.4527324	-6.138469	-0.17422914	Coding	Coding
TSUnmapped00000180.hg.1	3.99e-01	1.78e-01	1.4525843	-6.138663	0.18278864	Coding	Coding
TC2200006701.hg.1	3.99e-01	1.78e-01	-1.4524884	-6.138788	-0.30308347	Multiple_Complex	Multiple_Complex
TC1200012592.hg.1	3.99e-01	1.78e-01	1.4524815	-6.138797	0.27335662	Multiple_Complex	Multiple_Complex
TC1700012398.hg.1	3.99e-01	1.78e-01	-1.4523731	-6.138939	-0.20569747	Multiple_Complex	Multiple_Complex
TC2200006675.hg.1	3.99e-01	1.78e-01	1.4522914	-6.139046	0.24030846	Multiple_Complex	Multiple_Complex
TC0700010989.hg.1	3.99e-01	1.78e-01	-1.452228	-6.139129	-0.24764318	Multiple_Complex	Multiple_Complex
TC1300008424.hg.1	3.99e-01	1.78e-01	-1.4519658	-6.139472	-0.18729767	Multiple_Complex	Multiple_Complex
TC1600008712.hg.1	3.99e-01	1.78e-01	-1.4519491	-6.139494	-0.12958308	Multiple_Complex	Multiple_Complex
TC1600009399.hg.1	4.00e-01	1.78e-01	1.4516773	-6.139849	0.29973125	Multiple_Complex	Multiple_Complex
TC2100007915.hg.1	4.00e-01	1.78e-01	1.4516526	-6.139881	0.34103588	Coding	Coding
TC0100018197.hg.1	4.00e-01	1.78e-01	1.4516066	-6.139941	0.13273472	Multiple_Complex	Multiple_Complex
TC0100006994.hg.1	4.00e-01	1.78e-01	-1.4515342	-6.140036	-0.13766982	Multiple_Complex	Multiple_Complex
TC1800007570.hg.1	4.00e-01	1.78e-01	1.4513249	-6.14031	0.18126686	Multiple_Complex	Multiple_Complex
HTA2-neg-47420665_st	4.00e-01	1.78e-01	1.4512782	-6.140371	0.23860848	---	---
TC0600013205.hg.1	4.00e-01	1.78e-01	1.4512451	-6.140414	0.15872875	Multiple_Complex	Multiple_Complex
TC1800007101.hg.1	4.00e-01	1.78e-01	1.4509857	-6.140753	0.33797627	Multiple_Complex	Multiple_Complex
TC1000010571.hg.1	4.00e-01	1.78e-01	1.4508475	-6.140933	0.15039311	Multiple_Complex	Multiple_Complex
HTA2-neg-47424241_st	4.00e-01	1.78e-01	-1.4507791	-6.141023	-0.26029436	---	---
TC0100015471.hg.1	4.00e-01	1.78e-01	1.4506439	-6.141199	0.25614758	Multiple_Complex	Multiple_Complex
TC0500012663.hg.1	4.00e-01	1.78e-01	1.450535	-6.141342	0.19244102	Multiple_Complex	Multiple_Complex
TC1600010532.hg.1	4.00e-01	1.78e-01	1.4504707	-6.141426	0.23343607	Multiple_Complex	Multiple_Complex
TC1400007155.hg.1	4.00e-01	1.78e-01	1.4503089	-6.141637	0.1181925	Multiple_Complex	Multiple_Complex
TC1600007575.hg.1	4.00e-01	1.78e-01	-1.4501861	-6.141798	-0.20376744	Multiple_Complex	Multiple_Complex
HTA2-neg-47419691_st	4.00e-01	1.78e-01	1.4501789	-6.141807	0.1612728	---	---
TC1400007207.hg.1	4.00e-01	1.78e-01	-1.4501739	-6.141813	-0.48419329	Multiple_Complex	Multiple_Complex
TC0500011497.hg.1	4.00e-01	1.78e-01	1.4500653	-6.141955	0.12216355	Multiple_Complex	Multiple_Complex
TC1200009132.hg.1	4.00e-01	1.78e-01	1.4500105	-6.142027	0.13786266	Multiple_Complex	Multiple_Complex
TC0100015368.hg.1	4.00e-01	1.78e-01	1.4499134	-6.142154	0.30256275	Coding	Coding
TC0700009796.hg.1	4.00e-01	1.78e-01	-1.4497486	-6.142369	-0.16930784	Multiple_Complex	Multiple_Complex
TSUnmapped00000323.hg.1	4.00e-01	1.79e-01	-1.4496013	-6.142561	-0.19973115	Coding	Coding
TSUnmapped00000492.hg.1	4.00e-01	1.79e-01	-1.449423	-6.142794	-0.1719356	Coding	Coding
TC0100016656.hg.1	4.00e-01	1.79e-01	1.4492692	-6.142995	0.21474502	Multiple_Complex	Multiple_Complex
TSUnmapped00000623.hg.1	4.00e-01	1.79e-01	-1.4490761	-6.143247	-0.17806026	Coding	Coding
TC2000007091.hg.1	4.00e-01	1.79e-01	-1.4490502	-6.143281	-0.21191411	Multiple_Complex	Multiple_Complex
TC0X00006460.hg.1	4.00e-01	1.79e-01	1.4489721	-6.143383	0.34031463	Multiple_Complex	Multiple_Complex
TC0Y00007320.hg.1	4.00e-01	1.79e-01	1.4489721	-6.143383	0.34031463	Multiple_Complex	Multiple_Complex
TC0300007033.hg.1	4.00e-01	1.79e-01	-1.4488207	-6.143581	-0.24514442	Multiple_Complex	Multiple_Complex
TC0200010624.hg.1	4.00e-01	1.79e-01	-1.4487235	-6.143708	-0.20193041	Multiple_Complex	Multiple_Complex
TC0600012554.hg.1	4.00e-01	1.79e-01	1.4487051	-6.143732	0.21374766	Multiple_Complex	Multiple_Complex
TC0200010586.hg.1	4.01e-01	1.79e-01	1.4484552	-6.144058	0.18393504	Coding	Coding
TC0100011200.hg.1	4.01e-01	1.79e-01	-1.4484546	-6.144059	-0.13428969	Multiple_Complex	Multiple_Complex
TC0800012435.hg.1	4.01e-01	1.79e-01	1.4484343	-6.144085	0.12604495	Multiple_Complex	Multiple_Complex
TC1100012753.hg.1	4.01e-01	1.79e-01	-1.4482437	-6.144334	-0.23593151	NonCoding	NonCoding
TC2000009228.hg.1	4.01e-01	1.79e-01	-1.4482063	-6.144383	-0.16794846	Coding	Coding
23075587	4.01e-01	1.79e-01	1.4480908	-6.144534	0.17730691		
TC1100013172.hg.1	4.01e-01	1.79e-01	1.4480371	-6.144604	0.21191064	Multiple_Complex	Multiple_Complex
TC1400008929.hg.1	4.01e-01	1.79e-01	-1.4478228	-6.144883	-0.24241836	Multiple_Complex	Multiple_Complex
TC1200008573.hg.1	4.01e-01	1.79e-01	1.4471655	-6.145741	0.12219346	Multiple_Complex	Multiple_Complex
TC1400008116.hg.1	4.01e-01	1.79e-01	-1.4470813	-6.145851	-0.15710515	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR12029408.hg.1	4.01e-01	1.79e-01	1.4468693	-6.146127	0.12816169	---	---
TC1300008463.hg.1	4.01e-01	1.79e-01	-1.4466241	-6.146447	-0.17606293	Multiple_Complex	Multiple_Complex
HTA2-pos-3672413_st	4.02e-01	1.79e-01	-1.4462816	-6.146894	-0.41778174	---	---
TC0300008144.hg.1	4.02e-01	1.79e-01	1.4461675	-6.147043	0.1579257	Multiple_Complex	Multiple_Complex
TC1600011427.hg.1	4.02e-01	1.80e-01	-1.4458603	-6.147443	-0.13034953	Multiple_Complex	Multiple_Complex
TC0200009447.hg.1	4.02e-01	1.80e-01	-1.4457707	-6.14756	-0.1250885	Multiple_Complex	Multiple_Complex
TC0100013411.hg.1	4.02e-01	1.80e-01	1.4457591	-6.147575	0.25991103	Coding	Coding
TC1700009274.hg.1	4.02e-01	1.80e-01	-1.4456873	-6.147669	-0.15673192	Multiple_Complex	Multiple_Complex
TC0300008994.hg.1	4.02e-01	1.80e-01	1.4455978	-6.147785	0.19716082	Multiple_Complex	Multiple_Complex
HTA2-neg-47422325_st	4.02e-01	1.80e-01	-1.4454705	-6.147951	-0.19949378	---	---
TC1200010777.hg.1	4.02e-01	1.80e-01	1.4454441	-6.147986	0.19525723	Multiple_Complex	Multiple_Complex
TSUnmapped00000321.hg.1	4.02e-01	1.80e-01	1.4453471	-6.148112	0.12130133	Coding	Coding
TC0X00008401.hg.1	4.02e-01	1.80e-01	-1.4452365	-6.148256	-0.26927394	Coding	Coding
TC0X00009964.hg.1	4.02e-01	1.80e-01	-1.4450892	-6.148448	-0.15250227	Multiple_Complex	Multiple_Complex
TC0100016968.hg.1	4.02e-01	1.80e-01	-1.444825	-6.148793	-0.14178012	Coding	Coding
23072033	4.02e-01	1.80e-01	1.4447187	-6.148931	0.22469775		
TC1100008111.hg.1	4.02e-01	1.80e-01	1.4447117	-6.14894	0.343278	Multiple_Complex	Multiple_Complex
TC1500010892.hg.1	4.02e-01	1.80e-01	1.4444373	-6.149298	0.27216996	Multiple_Complex	Multiple_Complex
TC1900009636.hg.1	4.02e-01	1.80e-01	1.4444185	-6.149322	0.17009356	Multiple_Complex	Multiple_Complex
TC0100015885.hg.1	4.02e-01	1.80e-01	1.4443371	-6.149428	0.14346282	Multiple_Complex	Multiple_Complex
TC1700011002.hg.1	4.02e-01	1.80e-01	1.4440102	-6.149854	0.25019586	Coding	Coding
23072444	4.02e-01	1.80e-01	1.4438721	-6.150034	0.18324538		
TC0X00008415.hg.1	4.03e-01	1.80e-01	1.4434692	-6.150559	0.20971282	Coding	Coding
TC0400009741.hg.1	4.03e-01	1.80e-01	1.4434112	-6.150635	0.25284146	Multiple_Complex	Multiple_Complex
23071921	4.03e-01	1.80e-01	1.4432395	-6.150858	0.14663963		
23072040	4.03e-01	1.80e-01	1.4432395	-6.150858	0.14663963		
TC2200006713.hg.1	4.03e-01	1.80e-01	-1.4431709	-6.150948	-0.11540294	Multiple_Complex	Multiple_Complex
TC0X00011248.hg.1	4.03e-01	1.80e-01	1.4430648	-6.151086	0.17935394	Multiple_Complex	Multiple_Complex
TC0500007136.hg.1	4.03e-01	1.80e-01	-1.4429872	-6.151187	-0.21314819	Multiple_Complex	Multiple_Complex
TC1200007521.hg.1	4.03e-01	1.80e-01	1.4427992	-6.151432	0.16623848	Coding	Coding
TC2000009906.hg.1	4.03e-01	1.80e-01	1.4426282	-6.151654	0.24424653	NonCoding	NonCoding
TC0300011448.hg.1	4.03e-01	1.81e-01	-1.4423992	-6.151952	-0.19818162	Multiple_Complex	Multiple_Complex
TC0600013775.hg.1	4.03e-01	1.81e-01	-1.4423003	-6.152081	-0.26961579	Multiple_Complex	Multiple_Complex
TC0500009524.hg.1	4.03e-01	1.81e-01	1.4422547	-6.152141	0.11996254	Multiple_Complex	Multiple_Complex
rat-RPTR-AB076373-1_st	4.03e-01	1.81e-01	-1.4418411	-6.152679	-0.1798748		
TC0200011726.hg.1	4.03e-01	1.81e-01	1.4416822	-6.152886	0.11764885	Multiple_Complex	Multiple_Complex
TC2000006435.hg.1	4.03e-01	1.81e-01	1.4416184	-6.152969	0.22881025	Coding	Coding
TC0700012011.hg.1	4.03e-01	1.81e-01	1.4416044	-6.152987	0.13331942	Multiple_Complex	Multiple_Complex
mouse-RPTR-ECOLOXB_st	4.03e-01	1.81e-01	1.441573	-6.153028	0.14236408		
rat-RPTR-ECOLOXB_st	4.03e-01	1.81e-01	1.441573	-6.153028	0.14236408		
TC1400006506.hg.1	4.03e-01	1.81e-01	1.4415067	-6.153114	0.27047951	Coding	Coding
HTA2-neg-47420827_st	4.03e-01	1.81e-01	1.4413412	-6.153329	0.23002284	---	---
TC1900007189.hg.1	4.03e-01	1.81e-01	1.4412152	-6.153493	0.38719487	Multiple_Complex	Multiple_Complex
TC0200016700.hg.1	4.03e-01	1.81e-01	1.4412006	-6.153512	0.21301479	NonCoding	NonCoding
TC0500008146.hg.1	4.03e-01	1.81e-01	1.440916	-6.153883	0.15138579	NonCoding	NonCoding
TC1300008644.hg.1	4.04e-01	1.81e-01	1.440642	-6.154239	0.21462123	Multiple_Complex	Multiple_Complex
23068497	4.04e-01	1.81e-01	1.4406098	-6.154281	0.11215885		
TC0100009352.hg.1	4.04e-01	1.81e-01	1.4405255	-6.154391	0.20457916	Multiple_Complex	Multiple_Complex
TC1000010955.hg.1	4.04e-01	1.81e-01	-1.4404724	-6.15446	-0.27452138	Coding	Coding
HTA2-neg-47419870_st	4.04e-01	1.81e-01	1.4402768	-6.154714	0.17355499	---	---
TC1700009137.hg.1	4.04e-01	1.81e-01	-1.4400476	-6.155012	-0.17213437	Multiple_Complex	Multiple_Complex
TC1600008008.hg.1	4.04e-01	1.81e-01	1.4398483	-6.155271	0.26507543	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR19002371.hg.1	4.04e-01	1.81e-01	1.4397603	-6.155386	0.15774688	---	---
TC0600013427.hg.1	4.04e-01	1.81e-01	-1.4397592	-6.155387	-0.12085466	Multiple_Complex	Multiple_Complex
TC0300011032.hg.1	4.04e-01	1.81e-01	1.4397218	-6.155436	0.16764826	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR11017837.hg.1	4.04e-01	1.81e-01	1.4394367	-6.155806	0.11283352	---	---
TC1100010856.hg.1	4.04e-01	1.81e-01	1.4393909	-6.155866	0.24598224	Coding	Coding
TC0X00008645.hg.1	4.04e-01	1.81e-01	1.439278	-6.156013	0.17049722	Coding	Coding
TC0100007295.hg.1	4.04e-01	1.81e-01	-1.4392464	-6.156054	-0.18254422	Multiple_Complex	Multiple_Complex
TC1200006656.hg.1	4.04e-01	1.81e-01	-1.4391637	-6.156161	-0.14300475	Multiple_Complex	Multiple_Complex
TC1500009951.hg.1	4.04e-01	1.81e-01	1.4388084	-6.156623	0.24180949	Multiple_Complex	Multiple_Complex
TC0800010204.hg.1	4.04e-01	1.82e-01	1.4386714	-6.156801	0.28194777	Multiple_Complex	Multiple_Complex
TC1100011035.hg.1	4.04e-01	1.82e-01	-1.4385975	-6.156897	-0.16888109	Multiple_Complex	Multiple_Complex
TC1100013036.hg.1	4.04e-01	1.82e-01	-1.4385228	-6.156994	-0.26402545	Multiple_Complex	Multiple_Complex
TC0700010181.hg.1	4.04e-01	1.82e-01	-1.4384867	-6.157041	-0.24068576	Multiple_Complex	Multiple_Complex
TC1000010744.hg.1	4.04e-01	1.82e-01	1.4384802	-6.15705	0.12989519	Multiple_Complex	Multiple_Complex
HTA2-pos-PSR07002505.hg.1	4.04e-01	1.82e-01	1.4383797	-6.15718	0.11857405	---	---
TC1600009967.hg.1	4.04e-01	1.82e-01	-1.4382647	-6.15733	-0.18942019	Coding	Coding
TC1700007438.hg.1	4.04e-01	1.82e-01	1.4378607	-6.157855	0.23238849	Multiple_Complex	Multiple_Complex
TC0500013332.hg.1	4.05e-01	1.82e-01	-1.4373563	-6.15851	-0.39941375	Multiple_Complex	Multiple_Complex
